profile_id,platform_number,project_name,pi_name,cycle_number,direction,data_centre,dc_reference,data_state_indicator,data_mode,platform_type,float_serial_no,firmware_version,wmo_inst_type,juld,juld_qc,juld_location,latitude,longitude,position_qc,positioning_system,profile_pres_qc,profile_temp_qc,profile_psal_qc,vertical_sampling_scheme,config_mission_number,date,level,pres,pres_adjusted,temp,temp_adjusted,psal,psal_adjusted,pres_adjusted_error,temp_adjusted_error,psal_adjusted_error,pres_qc,pres_adjusted_qc,temp_qc,temp_adjusted_qc,psal_qc,psal_adjusted_qc
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,0,2.9000000953674316,3.2200000286102295,27.33099937438965,27.33099937438965,33.58599853515625,33.585906982421875,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,656,1314.0,1314.3199462890625,5.456999778747559,5.456999778747559,34.88600158691406,34.88584899902344,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,657,1316.0,1316.3199462890625,5.449999809265137,5.449999809265137,34.88600158691406,34.88584899902344,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,658,1318.0,1318.3199462890625,5.443999767303467,5.443999767303467,34.8849983215332,34.884849548339844,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,659,1320.0,1320.3199462890625,5.434000015258789,5.434000015258789,34.8849983215332,34.884849548339844,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,660,1322.0,1322.3199462890625,5.426000118255615,5.426000118255615,34.8849983215332,34.884849548339844,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,661,1324.0,1324.3199462890625,5.414999961853027,5.414999961853027,34.88399887084961,34.88385009765625,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,662,1326.0,1326.3199462890625,5.4029998779296875,5.4029998779296875,34.88399887084961,34.88385009765625,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,663,1328.0,1328.3199462890625,5.394999980926514,5.394999980926514,34.88399887084961,34.88385009765625,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,664,1330.0,1330.3199462890625,5.388999938964844,5.388999938964844,34.882999420166016,34.882850646972656,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,77,b'A',IN,None,None,b'A',None,None,None,None,24502.47719907388,b'1',24502.487499999814,14.833,83.531,b'1',None,b'A',b'A',b'A',None,3,2017-01-31 11:27:09,665,1332.0,1332.3199462890625,5.376999855041504,5.376999855041504,34.882999420166016,34.882850646972656,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
