profile_id,platform_number,project_name,pi_name,cycle_number,direction,data_centre,dc_reference,data_state_indicator,data_mode,platform_type,float_serial_no,firmware_version,wmo_inst_type,juld,juld_qc,juld_location,latitude,longitude,position_qc,positioning_system,profile_pres_qc,profile_temp_qc,profile_psal_qc,vertical_sampling_scheme,config_mission_number,date,level,pres,pres_adjusted,temp,temp_adjusted,psal,psal_adjusted,pres_adjusted_error,temp_adjusted_error,psal_adjusted_error,pres_qc,pres_adjusted_qc,temp_qc,temp_adjusted_qc,psal_qc,psal_adjusted_qc
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,0,2.9000000953674316,3.2300000190734863,27.04199981689453,27.04199981689453,33.90700149536133,33.90690231323242,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,654,1310.0,1310.3299560546875,5.38100004196167,5.38100004196167,34.882999420166016,34.882843017578125,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,655,1312.0,1312.3299560546875,5.369999885559082,5.369999885559082,34.882999420166016,34.882843017578125,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,656,1314.0,1314.3299560546875,5.361000061035156,5.361000061035156,34.88199996948242,34.88184356689453,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,657,1316.0,1316.3299560546875,5.357999801635742,5.357999801635742,34.88199996948242,34.88184356689453,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,658,1318.0,1318.3299560546875,5.35699987411499,5.35699987411499,34.88199996948242,34.88184356689453,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,659,1320.0,1320.3299560546875,5.3480000495910645,5.3480000495910645,34.88100051879883,34.88084411621094,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,660,1322.0,1322.3299560546875,5.331999778747559,5.331999778747559,34.88100051879883,34.88084411621094,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,661,1324.0,1324.3299560546875,5.324999809265137,5.324999809265137,34.88100051879883,34.88084411621094,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,662,1326.0,1326.3299560546875,5.311999797821045,5.311999797821045,34.880001068115234,34.879844665527344,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,663,1328.0,1328.3299560546875,5.308000087738037,5.308000087738037,34.880001068115234,34.879844665527344,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,664,1330.0,1330.3299560546875,5.295000076293945,5.295000076293945,34.880001068115234,34.879844665527344,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
0,None,None,None,74,b'A',IN,None,None,b'A',None,None,None,None,24488.01106481487,b'1',24488.021875000093,14.608,83.455,b'1',None,b'A',b'A',b'A',None,3,2017-01-17 00:15:56,665,1332.0,1332.3299560546875,5.284999847412109,5.284999847412109,34.87900161743164,34.87884521484375,None,None,None,b'1',b'1',b'1',b'1',b'1',b'1'
